장소유형코드,대상시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,제한속도,관리기관명,관리기관전화번호,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자,제공기관코드,제공기관명
1,수1리 경로당,경상북도,안동시,47170,경상북도 안동시 풍산읍 풍산태사로 1458,경상북도 안동시 풍산읍 수리 436,36.57735921,128.6102457,30,경상북도 안동시,054-840-6325,안동경찰서,N,,6,2021-07-01,5070000,경상북도 안동시
1,이하1리 경로당,경상북도,안동시,47170,경상북도 안동시 와룡면 아름마을길 56,경상북도 안동시 와룡면 이하리 377,36.61182718,128.738135,30,경상북도 안동시,054-840-6325,안동경찰서,N,,6,2021-07-01,5070000,경상북도 안동시
1,이하2리 경로당,경상북도,안동시,47170,경상북도 안동시 와룡면 이하오산로 128,경상북도 안동시 와룡면 이하리 826-1,36.61753074,128.7191169,30,경상북도 안동시,054-840-6325,안동경찰서,Y,1,6,2021-07-01,5070000,경상북도 안동시
1,감애1리 경로당,경상북도,안동시,47170,경상북도 안동시 와룡면 퇴계로 1365,경상북도 안동시 와룡면 감애리 276-6,36.660401,128.7737147,30,경상북도 안동시,054-840-6325,안동경찰서,N,,6,2021-07-01,5070000,경상북도 안동시
1,옹천1리 경로당,경상북도,안동시,47170,경상북도 안동시 북후면 북평로 911,경상북도 안동시 북후면 옹천리 585-10,36.687885,128.703779,30,경상북도 안동시,054-840-6325,안동경찰서,N,,6,2021-07-01,5070000,경상북도 안동시
1,연곡2리 경로당,경상북도,안동시,47170,경상북도 안동시 북후면 와북로 365,경상북도 안동시 북후면 연곡리 417-5,36.664954,128.7321079,30,경상북도 안동시,054-840-6325,안동경찰서,N,,6,2021-07-01,5070000,경상북도 안동시
1,두산리 경로당,경상북도,안동시,47170,경상북도 안동시 북후면 하양지길 2,경상북도 안동시 북후면 두산리 656-6,36.691053,128.675665,30,경상북도 안동시,054-840-6325,안동경찰서,N,,6,2021-07-01,5070000,경상북도 안동시
1,신전1리 경로당,경상북도,안동시,47170,경상북도 안동시 북후면 산북로 729,경상북도 안동시 북후면 신전리 418-2,36.671532,128.635433,30,경상북도 안동시,054-840-6325,안동경찰서,N,,6,2021-07-01,5070000,경상북도 안동시
1,저전리 경로당,경상북도,안동시,47170,경상북도 안동시 서후면 북평로333-11,경상북도 안동시 서후면 저전리 548-10,36.639714,128.696042,30,경상북도 안동시,054-840-6325,안동경찰서,N,,6,2021-07-01,5070000,경상북도 안동시
1,도양1리 경로당,경상북도,안동시,47170,경상북도 안동시 풍천면 지풍로 1370,경상북도 안동시 풍천면 도양리 229-5,36.55496278,128.4951382,30,경상북도 안동시,054-840-6325,안동경찰서,N,,6,2021-07-01,5070000,경상북도 안동시
1,망호1리 경로당,경상북도,안동시,47170,경상북도 안동시 일직면 일직점곡로 24,경상북도 안동시 일직면 망호리 673-2,36.46490827,128.665622,30,경상북도 안동시,054-840-6325,안동경찰서,N,,6,2021-07-01,5070000,경상북도 안동시
1,평팔2리 경로당,경상북도,안동시,47170,경상북도 안동시 일직면 안평일직길 629,경상북도 안동시 일직면 평팔리 162-7,36.429719,128.618075,30,경상북도 안동시,054-840-6325,안동경찰서,N,,6,2021-07-01,5070000,경상북도 안동시
1,원림1리 경로당,경상북도,안동시,47170,경상북도 안동시 남선면 놉실로 114,경상북도 안동시 남선면 원림리 655-1,36.52150012,128.700741,30,경상북도 안동시,054-840-6325,안동경찰서,N,,6,2021-07-01,5070000,경상북도 안동시
1,대한노인회,경상남도,창원시,56700,경상남도 창원시 의창구 태복산로 3,경상남도 창원시 의창구 도계동 887-1,35.252653,128.6391988,40,경상남도 창원시 의창구청 경제교통과,055-212-4431,창원서부경찰서,N,,,2020-09-01,5670000,경상남도 창원시
1,성산종합복지관,경상남도,창원시,56700,경상남도 창원시 의창구 창이대로600번길 2,경상남도 창원시 의창구 신월동 13-67,35.230582,128.694881,30,경상남도 창원시 의창구청 경제교통과,055-212-4431,창원중부경찰서,N,,,2020-09-01,5670000,경상남도 창원시
1,삼원효도마을,경상남도,창원시,56700,경상남도 창원시 의창구 북면 온천로 483,경상남도 창원시 의창구 북면 상천리 1083-3,35.36110389,128.575045,40,경상남도 창원시 의창구청 경제교통과,055-212-4431,창원서부경찰서,N,,,2020-09-01,5670000,경상남도 창원시
1,성심원,경상남도,창원시,56700,경상남도 창원시 의창구 북면 단내로 501,경상남도 창원시 의창구 북면 내곡리 1234,35.34851136,128.5736917,40,경상남도 창원시 의창구청 경제교통과,055-212-4431,창원서부경찰서,N,,,2020-09-01,5670000,경상남도 창원시
1,의창노인종합복지관,경상남도,창원시,56700,경상남도 창원시 의창구 서곡길 15,경상남도 창원시 의창구 명곡동 30,35.25285543,128.6477887,40,경상남도 창원시 의창구청 경제교통과,055-212-4431,창원서부경찰서,N,,,2020-09-01,5670000,경상남도 창원시
1,성산노인종합복지관,경상남도,창원시,56700,경상남도 창원시 성산구 창이대로 781,경상남도 창원시 성산구 대방동 330,35.216595,128.7046581,60,경상남도 창원시 성산구 경제교통과,055-272-4436,창원중부경찰서,N,,20~30,2020-09-01,5670000,경상남도 창원시
1,전두리 경로당,경상북도,문경시,47280,경상북도 문경시 산북면 전두길 14,경상북도 문경시 산북면 전두리 392-2,36.74420268,128.2472334495,30,문경시,054-550-6902,문경경찰서,N,,6,2020-07-15,5120000,경상북도 문경시
1,소동1리 경로당,충청남도,아산시,44200,,충청남도 아산시 음봉면 소동리 236-4,36.86704057,127.0485937,30,충청남도 아산시청,041-540-2369,아산경찰서,N,0,8,2021-01-11,6440000,충청남도
1,수원VIP 실버케어,경기도,수원시,41110,경기도 수원시 팔달구 팔달로 24,경기도 수원시 팔달구 고등동 235-4,37.2709068,127.0010732,60,경기도 수원시,031-228-2298,수원서부경찰서,Y,3,18,2021-04-30,3740000,경기도 수원시
1,아녜스의 집,경기도,수원시,41110,경기도 수원시 장안구 서부로 2162-12,경기도 수원시 장안구 천천동 575-1,37.300769,126.974053,30,경기도 수원시,031-228-2298,수원중부경찰서,N,,7,2021-04-30,3740000,경기도 수원시
1,연세실버벨리,경기도,수원시,41110,경기도 수원시 권선구 곡반정로 92,경기도 수원시 권선구 곡반정동 298-1,37.23631507,127.0303509,30,경기도 수원시,031-228-2298,수원남부경찰서,Y,4,6,2021-04-30,3740000,경기도 수원시
1,광교노인복지관,경기도,수원시,41110,경기도 수원시 영통구 센트럴타운로 22,경기도 수원시 영통구 이의동 1328-1,37.28969032,127.0567254,30,경기도 수원시,031-228-2298,수원남부경찰서,Y,1,17,2021-04-30,3740000,경기도 수원시
1,대한노인회영통구지회,경기도,수원시,41110,경기도 수원시 영통구 영통로 396,경기도 수원시 영통구 영통동 961-18,37.2568735,127.0697092,30,경기도 수원시,031-228-2298,수원남부경찰서,N,,16,2021-04-30,3740000,경기도 수원시
1,밤밭노인복지관,경기도,수원시,41110,경기도 수원시 장안구 상률로 53,경기도 수원시 장안구 율전동 40-1,37.30638423,126.9721071,60,경기도 수원시,031-228-2298,수원중부경찰서,N,,10~35,2021-04-30,3740000,경기도 수원시
1,노인복지시설감천장,경기도,수원시,41110,경기도 수원시 장안구 광교산로 22,경기도 수원시 장안구 영화동 33-1,37.29327734,127.0211805,30,경기도 수원시,031-228-2298,수원중부경찰서,N,,11,2021-04-30,3740000,경기도 수원시
01,운연경로당,인천광역시,남동구,28200,인천광역시 남동구 음실로 70 (운연동),인천광역시 남동구 운연동 271-1 운연경로당,37.43728437,126.7668069,30,인천광역시 남동구,032-453-2688,인천논현경찰서,N,,,2021-04-14,3530000,인천광역시 남동구
1,소황1리경로당,충청남도,보령시,45100,충청남도 보령시 웅천읍 소황4길 37,충청남도 보령시 웅천읍 소황리 951,36.22415152,126.5457941,30,충청남도 보령시,041-930-3981,보령경찰서,Y,1,8,2021-07-01,4510000,충청남도 보령시
1,풍계리경로당,충청남도,보령시,45100,충청남도 보령시 미산면 풍년동길 6,충청남도 보령시 미산면 풍계리 383-4,36.28717828,126.6692143,30,충청남도 보령시,041-930-3981,보령경찰서,Y,1,8,2021-07-01,4510000,충청남도 보령시
1,진죽3리경로당,충청남도,보령시,45100,충청남도 보령시 청소면 송덕신송길 98,충청남도 보령시 청소면 진죽리 941-4,36.45163947,126.5718899,30,충청남도 보령시,041-930-3981,보령경찰서,Y,1,8,2021-07-01,4510000,충청남도 보령시
1,봉덕2리노인회관,충청남도,보령시,45100,충청남도 보령시 남포면 남포역전길 125,충청남도 보령시 남포면 봉덕리 633,36.313783,126.5947505,30,충청남도 보령시,041-930-3981,보령경찰서,Y,1,8,2021-07-01,4510000,충청남도 보령시
1,신대4리경로당,충청남도,보령시,45100,충청남도 보령시 주교면 창머리1길 21,충청남도 보령시 주교면 신대리 1220,36.3670403,126.579601,30,충청남도 보령시,041-930-3981,보령경찰서,Y,1,8,2021-07-01,4510000,충청남도 보령시
1,대천16통노인회관,충청남도,보령시,45100,충청남도 보령시 구시11길 78-5,충청남도 보령시 대천동 1235-9,36.34683003,126.5882384,30,충청남도 보령시,041-930-3981,보령경찰서,Y,1,8,2021-07-01,4510000,충청남도 보령시
01,하패1리 경로당,경기도,양주시,41630,경기도 양주시 은현면 운하로 433번길 11,경기도 양주시 은현면 하패리 349,37.88834652,127.0364052,30,경기도 양주시 도로과,031-8082-6736,양주경찰서,Y,1,5,2021-08-26,5590000,경기도 양주시
1,산동1리 경로당,충청남도,아산시,44200,,충청남도 아산시 음봉면 산동리 805-7,36.85083816,127.0972561,30,충청남도 아산시청,041-540-2369,아산경찰서,N,0,8,2021-01-11,6440000,충청남도
1,진정1리 경로당,경상북도,문경시,47280,경상북도 문경시 산양면 산남로 350,경상북도 문경시 산양면 진정리 25-1,36.60666757,128.239955,30,문경시,054-550-6902,문경경찰서,N,,6,2020-07-15,5120000,경상북도 문경시
1,남호1리 경로당,경상북도,문경시,47280,경상북도 문경시 마성면 새재로 87,경상북도 문경시 마성면 남호리 78-2,36.70588226,128.1200406,30,문경시,054-550-6902,문경경찰서,N,,6,2020-07-15,5120000,경상북도 문경시
1,남호2리 경로당,경상북도,문경시,47280,경상북도 문경시 마성면 남호2길 38,경상북도 문경시 마성면 남호리 491-1,36.70613195,128.116481,30,문경시,054-550-6902,문경경찰서,N,,6,2020-07-15,5120000,경상북도 문경시
1,갈동2리 경로당,경상북도,문경시,47280,경상북도 문경시 농암면 무운로 71,경상북도 문경시 농암면 갈동리 516,36.5912811,128.010414,30,문경시,054-550-6902,문경경찰서,N,,6,2020-07-15,5120000,경상북도 문경시
1,우곡2리 경로당,경상북도,문경시,47280,경상북도 문경시 산북면 운달로 480,경상북도 문경시 산북면 우곡리 231-7,36.7040628,128.243015,30,문경시,054-550-6902,문경경찰서,N,,6,2020-07-15,5120000,경상북도 문경시
1,노인보호구역,경기도,연천군,41800,,경기도 연천군 군남면 삼거리 400-32,38.0835464,127.0186758,30,연천군,031-839-2292,연천경찰서,N,0,10~12,2021-01-20,4140000,경기도 연천군
1,진정2리 경로당,경상북도,문경시,47280,경상북도 문경시 산양면 추산안길 20-11,경상북도 문경시 산양면 진정리 568,36.61593451,128.2336818,30,문경시,054-550-6902,문경경찰서,N,,6,2020-07-15,5120000,경상북도 문경시
1,존도솔광지 경로당,경상북도,문경시,47280,경상북도 문경시 산양면 잔두리2길 14,경상북도 문경시 산양면 존도리 32,36.6157993,128.2518278,30,문경시,054-550-6902,문경경찰서,N,,6,2020-07-15,5120000,경상북도 문경시
1,영동학구 경로당,경상북도,문경시,47280,경상북도 문경시 영순면 영순로 658,경상북도 문경시 영순면 오룡리 478,36.57504646,128.2751712,30,문경시,054-550-6902,문경경찰서,N,,6,2020-07-15,5120000,경상북도 문경시
1,완장리벌바위 경로당,경상북도,문경시,47280,경상북도 문경시 가은읍 용추길 17-12,경상북도 문경시 가은읍 완장리 421-19,36.67292197,127.966869,30,문경시,054-550-6902,문경경찰서,N,,6,2020-07-15,5120000,경상북도 문경시
1,성저1리 경로당,경상북도,문경시,47280,경상북도 문경시 가은읍 성저2길 14,경상북도 문경시 가은읍 성저리 503,36.62522232,128.042457,30,문경시,054-550-6902,문경경찰서,N,,6,2020-07-15,5120000,경상북도 문경시
1,인곡1리 경로당,경상북도,문경시,47280,경상북도 문경시 동로면 용문경천로 255,경상북도 문경시 동로면 인곡리 213-3,36.7107878,128.3214066,30,문경시,054-550-6902,문경경찰서,N,,6,2020-07-15,5120000,경상북도 문경시
1,모곡리 경로당,경상북도,문경시,47280,경상북도 문경시 마성면 모곡1길 13,경상북도 문경시 마성면 모곡리 152-10,36.69294166,128.115526,30,문경시,054-550-6902,문경경찰서,N,,6,2020-07-15,5120000,경상북도 문경시
1,내서1리 경로당,경상북도,문경시,47280,경상북도 문경시 농암면 청화로 767,경상북도 문경시 농암면 내서리 200-7,36.57119232,127.982618,30,문경시,054-550-6902,문경경찰서,N,,6,2020-07-15,5120000,경상북도 문경시
1,중평리 경로당,경상북도,문경시,47280,경상북도 문경시 문경읍 중평큰마길 4-3,경상북도 문경시 문경읍 중평리 381,36.79800116,128.189727,30,문경시,054-550-6902,문경경찰서,N,,6,2020-07-15,5120000,경상북도 문경시
1,간송2리 경로당,경상북도,문경시,47280,경상북도 문경시 동로면 금천로 2249,경상북도 문경시 동로면 간송리 288-1,36.7493562,128.3188385,30,문경시,054-550-6902,문경경찰서,N,,6,2020-07-15,5120000,경상북도 문경시
1,천주경로당,경상북도,문경시,47280,경상북도 문경시 동로면 천주길 6-1,경상북도 문경시 동로면 간송리 908-1,36.73744929,128.311537,30,문경시,054-550-6902,문경경찰서,N,,6,2020-07-15,5120000,경상북도 문경시
1,장자불경로당,경상북도,문경시,47280,경상북도 문경시 동로면 장자불길 15,경상북도 문경시 동로면 적성리 979-2,36.775598,128.293048,30,문경시,054-550-6902,문경경찰서,N,,6,2020-07-15,5120000,경상북도 문경시
1,왕태2리경로당,경상북도,문경시,47280,경상북도 문경시 영순면 왕태2길 5,경상북도 문경시 영순면 왕태리 627-4,36.590459,128.2669059,30,문경시,054-550-6902,문경경찰서,N,,6,2020-07-15,5120000,경상북도 문경시
1,의곡2리경로당,경상북도,문경시,47280,경상북도 문경시 영순면 영순로 207,경상북도 문경시 영순면 의곡리 402-9,36.578449,128.229732,30,문경시,054-550-6902,문경경찰서,N,,6,2020-07-15,5120000,경상북도 문경시
1,내화리경로당,경상북도,문경시,47280,경상북도 문경시 산북면 내화1길 14-3,경상북도 문경시 산북면 내화리 677,36.68672539,128.278248,30,문경시,054-550-6902,문경경찰서,N,,6,2020-07-15,5120000,경상북도 문경시
1,서중리경로당,경상북도,문경시,47280,경상북도 문경시 산북면 서중길 15,경상북도 문경시 산북면 서중리 208,36.638309,128.247994,30,문경시,054-550-6902,문경경찰서,N,,6,2020-07-15,5120000,경상북도 문경시
1,대하1리경로당,경상북도,문경시,47280,경상북도 문경시 산북면 금천로 658,경상북도 문경시 산북면 대하리 481-1,36.66209012,128.260652,30,문경시,054-550-6902,문경경찰서,N,,6,2020-07-15,5120000,경상북도 문경시
1,신전2리경로당,경상북도,문경시,47280,경상북도 문경시 산양면 신기리길 1,경상북도 문경시 산양면 신전리 150-9,36.602022,128.260453,30,문경시,054-550-6902,문경경찰서,N,,6,2020-07-15,5120000,경상북도 문경시
1,고요1리 여성경로당,경상북도,문경시,47280,경상북도 문경시 문경읍 고요길 12,경상북도 문경시 문경읍 고요리 290,36.74222411,128.1502872444,30,문경시,054-550-6902,문경경찰서,N,,6,2020-07-15,5120000,경상북도 문경시
1,전곡3리 광탄경로당,경상북도,문경시,47280,경상북도 문경시 가은읍 은성로 343,경상북도 문경시 가은읍 전곡리 272-1,36.6153046779,128.0277985,30,문경시,054-550-6902,문경경찰서,N,,6,2020-07-15,5120000,경상북도 문경시
1,종곡2리 경로당,경상북도,문경시,47280,경상북도 문경시 농암면 종곡1길 37,경상북도 문경시 농암면 종곡리 5,36.59714742,128.0011896,30,문경시,054-550-6902,문경경찰서,N,,6,2020-07-15,5120000,경상북도 문경시
1,초록요양원,경상북도,문경시,47280,경상북도 문경시 농암면 무운로 212,경상북도 문경시 농암면 갈동리 15-5,36.5822224553,128.0215550662,30,문경시,054-550-6902,문경경찰서,N,,6,2020-07-15,5120000,경상북도 문경시
1,범서마을경로당,경상남도,양산시,48330,경상남도 양산시 원동면 원동로 796,경상남도 양산시 원동면 서룡리 450-1,35.34306247,128.9608984,30,경상남도 양산시청,055-392-2784,양산경찰서,N,,8m,2021-03-24,5380000,경상남도 양산시
1,대평리 경로당,경상북도,영천시,47230,경상북도 영천시 청통면 대평길 22,경상북도 영천시 청통면 대평리 693-6,35.965776,128.8648847,30,영천시청,054-330-6335,영천경찰서,N,,7,2021-06-25,5100000,경상북도 영천시
1,북안 신대리 경로당,경상북도,영천시,47230,경상북도 영천시 북안면 두리봉길 9-4,경상북도 영천시 북안면 신대리 354,35.883499,129.0033897,30,영천시청,054-330-6335,영천경찰서,N,,7,2021-06-25,5100000,경상북도 영천시
1,청통 우천1리 경로당,경상북도,영천시,47231,경상북도 영천시 청통면 청통로 236,경상북도 영천시 청통면 우천리 730,35.98813039,128.8672113,30,영천시청,054-330-6336,영천경찰서,N,,7,2021-06-25,5100000,경상북도 영천시
1,임고 효1리 경로당,경상북도,영천시,47232,경상북도 영천시 임고면 운주로 357,경상북도 영천시 임고면 효리 863-2,36.03260407,129.007639,30,영천시청,054-330-6337,영천경찰서,N,,7,2021-06-25,5100000,경상북도 영천시
1,임고 효2리 경로당,경상북도,영천시,47233,경상북도 영천시 임고면 운주로 473,경상북도 영천시 임고면 효리 235,36.03793814,129.0184233499,30,영천시청,054-330-6338,영천경찰서,N,,7,2021-06-25,5100000,경상북도 영천시
1,임고 사2리 경로당,경상북도,영천시,47234,경상북도 영천시 임고면 운주로 1186,경상북도 영천시 임고면 사리 415,36.0455752,129.0812668,30,영천시청,054-330-6339,영천경찰서,N,,7,2021-06-25,5100000,경상북도 영천시
1,임고 양평1리 경로당,경상북도,영천시,47235,경상북도 영천시 임고면 돌빼기길 25,경상북도 영천시 임고면 양평리 312,36.02429011,128.9866103,30,영천시청,054-330-6340,영천경찰서,N,,7,2021-06-25,5100000,경상북도 영천시
1,임고 수성2리 경로당,경상북도,영천시,47236,경상북도 영천시 임고면 운주로 1546-4,경상북도 영천시 임고면 수성리 916-5,36.05694046,129.1116951,30,영천시청,054-330-6341,영천경찰서,N,,7,2021-06-25,5100000,경상북도 영천시
01,수정노인종합복지관,경기도,성남시,41131,경기도 성남시 수정구 수정남로268번길 28,경기도 성남시 수정구 산성동 2178,37.45093457,127.1529215,30,경기도 성남시청,031-729-3672,수정경찰서,N,,6,2021-05-31,3780000,경기도 성남시
01,수정중앙노인종합복지관,경기도,성남시,41131,경기도 성남시 수정구 성남대로1480번길 38,경기도 성남시 수정구 복정동 666,37.46150426,127.130432,30,경기도 성남시청,031-729-3672,수정경찰서,N,,8,2021-05-31,3780000,경기도 성남시
01,인보의집,경기도,성남시,41131,경기도 성남시 수정구 탄리로 49,경기도 성남시 수정구 수진동 661,37.440425,127.136747,30,경기도 성남시청,031-729-3672,수정경찰서,Y,1,14,2021-05-31,3780000,경기도 성남시
01,신흥3동제2경로당,경기도,성남시,41131,경기도 성남시 수정구 수정남로 142,경기도 성남시 수정구 신흥동 3444,37.44333944,127.143225,40,경기도 성남시청,031-729-3672,수정경찰서,Y,1,20,2021-05-31,3780000,경기도 성남시
01,황송노인종합복지관,경기도,성남시,41133,경기도 성남시 중원구 금상로 132,경기도 성남시 중원구 상대원동 279-7,37.44164015,127.169152,30,경기도 성남시청,031-729-3672,중원경찰서,N,,20,2021-05-31,3780000,경기도 성남시
01,황송공원,경기도,성남시,41133,경기도 성남시 중원구 금빛로2번길 35,경기도 성남시 중원구 금광동 2449-1,37.44489689,127.172552,60,경기도 성남시청,031-729-3672,중원경찰서,N,,20,2021-05-31,3780000,경기도 성남시
01,상대원2동 제2복지회관,경기도,성남시,41133,경기도 성남시 중원구 희망로 374,경기도 성남시 중원구 상대원동 2996-36,37.43895486,127.158918,40,경기도 성남시청,031-729-3672,중원경찰서,N,,20,2021-05-31,3780000,경기도 성남시
01,중원노인종합복지관,경기도,성남시,41133,경기도 성남시 중원구 제일로35번길 51,경기도 성남시 중원구 성남동 3439,37.432003,127.131551,30,경기도 성남시청,031-729-3672,중원경찰서,N,,6,2021-05-31,3780000,경기도 성남시
01,서울시니어스타워,경기도,성남시,41135,경기도 성남시 분당구 구미로173번길 47,경기도 성남시 분당구 구미동 297-2,37.34724077,127.1234689,30,경기도 성남시청,031-729-3672,분당경찰서,N,,28,2021-05-31,3780000,경기도 성남시
01,판교노인종합복지관,경기도,성남시,41135,경기도 성남시 분당구 판교역로 99,경기도 성남시 분당구 백현동 528,37.39022707,127.1086108,30,경기도 성남시청,031-729-3672,분당경찰서,N,,20~34,2021-05-31,3780000,경기도 성남시
01,율동경로당,경기도,성남시,41135,경기도 성남시 분당구 문정로 150,경기도 성남시 분당구 율동 111-8,37.383141,127.151125,30,경기도 성남시청,031-729-3672,분당경찰서,N,,10,2021-05-31,3780000,경기도 성남시
01,은행1동 공원경로당,경기도,성남시,41133,경기도 성남시 중원구 은행로 77,경기도 성남시 중원구 은행동 2021,37.45261161,127.1686322,30,경기도 성남시청,031-729-3672,중원경찰서,N,,8,2021-05-31,3780000,경기도 성남시
01,은행2동제1복지회관경로당,경기도,성남시,41133,경기도 성남시 중원구 산성대로604번길 6,경기도 성남시 중원구 은행동 597,37.46253484,127.170218,30,경기도 성남시청,031-729-3672,중원경찰서,N,,6,2021-05-31,3780000,경기도 성남시
01,은빛경로당,경기도,성남시,41134,경기도 성남시 수정구 남문로 111번길3,경기도 성남시 수정구 태평동 2645,37.447713,127.1386417,30,경기도 성남시청,031-729-3672,수정경찰서,N,,6,2021-05-31,3780000,경기도 성남시
01,단대경로당,경기도,성남시,41135,경기도 성남시수정구 희망로 482번길 13,경기도 성남시 수정구 단대동 186-2,37.44796561,127.1557792,30,경기도 성남시청,031-729-3672,수정경찰서,N,,6,2021-05-31,3780000,경기도 성남시
01,상대원3동 복지회관 경로당,경기도,성남시,41136,경기도 성남시 중원구 박석로 80번길 10,경기도 성남시 중원구 상대원동 870,37.44001523,127.1662173,30,경기도 성남시청,031-729-3672,중원경찰서,N,,6,2021-05-31,3780000,경기도 성남시
01,백현2통 경로당,경기도,성남시,41135,경기도 성남시 분당구 대왕판교로 385번길 7,경기도 성남시 분당구 백현동 366-7,37.3780050085,127.1010272037,30,경기도 성남시청,031-729-3672,분당경찰서,N,,6,2021-05-31,3780000,경기도 성남시
02,한마음복지관,경기도,성남시,41135,경기도 성남시 분당구 야탑로 227,경기도 성남시 분당구 야탑동 170-1,37.40822752,127.1441532,30,경기도 성남시청,031-729-3672,분당경찰서,N,,15~20,2021-05-31,3780000,경기도 성남시
1,양평종합사회복지관,경기도,양평군,41830,경기도 양평군 용문면 용문역길 67,경기도 양평군 용문면 다문리 793-8,37.48055357,127.5892491,30,양평군청,031-770-3755,양평경찰서,Y,1,12,2021-06-24,4170000,경기도 양평군
1,산양2리 경로당,충청남도,아산시,44200,충청남도 아산시 염치읍 현대로 509-1,,36.8252495,126.9195906,30,충청남도 아산시청,041-540-2369,아산경찰서,N,0,8,2021-01-11,6440000,충청남도
1,신2통 경로당,충청남도,아산시,44200,,충청남도 아산시 신동 389-1,36.78571456,127.0323015,30,충청남도 아산시청,041-540-2369,아산경찰서,N,0,5,2021-01-11,6440000,충청남도
1,강장2리 경로당,충청남도,아산시,44200,,충청남도 아산시 송악면 강장리 443-2,36.71394002,126.9498855,30,충청남도 아산시청,041-540-2369,아산경찰서,N,0,8,2021-01-11,6440000,충청남도
1,신정1리 경로당,충청남도,아산시,44200,,충청남도 아산시 음봉면 신정리 94-2,36.87057569,127.0258576,30,충청남도 아산시청,041-540-2369,아산경찰서,N,0,8,2021-01-11,6440000,충청남도
1,월랑2리 경로당,충청남도,아산시,44200,충청남도 아산시 음봉면 월랑길 17,,36.84331162,127.0799239,30,충청남도 아산시청,041-540-2369,아산경찰서,N,0,8,2021-01-11,6440000,충청남도
1,강청리 경로당,충청남도,아산시,44200,충청남도 아산시 염치읍 강청리길 26,,36.82562492,126.9364473,30,충청남도 아산시청,041-540-2369,아산경찰서,N,0,8,2021-01-11,6440000,충청남도
1,신법2리 경로당,충청남도,아산시,44200,,충청남도 아산시 둔포면 신법리 455-1,36.9227064,127.0113592,30,충청남도 아산시청,041-540-2369,아산경찰서,N,0,8,2021-01-11,6440000,충청남도
1,해암3리 경로당,충청남도,아산시,44200,충청남도 아산시 인주면 현대로 911-9,,36.83629365,126.8820925,30,충청남도 아산시청,041-540-2369,아산경찰서,N,0,8,2021-01-11,6440000,충청남도
1,도흥2리 경로당,충청남도,아산시,44200,충청남도 아산시 인주면 현대로664번길 15,,36.82958462,126.904467,30,충청남도 아산시청,041-540-2369,아산경찰서,Y,1,8,2021-01-11,6440000,충청남도
1,가덕1리 경로당,충청남도,아산시,44200,,충청남도 아산시 신창면 가덕리 162-1,36.81432264,126.9256894,30,충청남도 아산시청,041-540-2369,아산경찰서,N,0,8,2021-01-11,6440000,충청남도
1,창암2리 경로당,충청남도,아산시,44200,충청남도 아산시 신창면 신정호길 278-4,,36.76070212,126.9661918,30,충청남도 아산시청,041-540-2369,아산경찰서,N,0,8,2021-01-11,6440000,충청남도
1,남성2리 경로당,충청남도,아산시,44200,충청남도 아산시 신창면 남성길 79,,36.78855839,126.9504055,30,충청남도 아산시청,041-540-2369,아산경찰서,N,0,8,2021-01-11,6440000,충청남도
2,성모복지원,충청남도,아산시,44200,충청남도 아산시 영인면 신정리길 189,충청남도 아산시 영인면 성내리 49-2,36.87499512,127.0097356,30,충청남도 아산시청,041-540-2369,아산경찰서,N,0,7,2021-01-11,6440000,충청남도
2,온유한집,충청남도,아산시,44200,충청남도 아산시 선장면 서부남로172번길 12-42,충청남도 아산시 선장면 선창리 195-11,36.78385155,126.8805821,30,충청남도 아산시청,041-540-2369,아산경찰서,N,0,7,2021-01-11,6440000,충청남도
1,대산3리 경로당,충청남도,서산시,44210,충청남도 서산시 대산읍 가로림로 73-6,충청남도 서산시 대산읍 대산리 1303,36.9423588,126.4221774,30,충청남도 서산시청,041-660-2735,서산경찰서,N,0,6,2021-01-11,6440000,충청남도
1,대로1리 경로당,충청남도,서산시,44210,충청남도 서산시 대산읍 가로림로 264,충청남도 서산시 대산읍 대로리 487-4,36.946828,126.4031949,30,충청남도 서산시청,041-660-2735,서산경찰서,N,0,8,2021-01-11,6440000,충청남도
1,오지2리 배낭골 경로당,충청남도,서산시,44210,충청남도 서산시 대산읍 가로림로 504,충청남도 서산시 대산읍 오지리 33-10,36.95110977,126.3780516,30,충청남도 서산시청,041-660-2735,서산경찰서,N,0,8,2021-01-11,6440000,충청남도
1,사당노인 종합복지관,서울특별시,동작구,11590,서울특별시 동작구 남부순환로 2081,서울특별시 동작구 사당동 1044-42,37.47701786,126.9798536,30,동작구청,02-820-1570,동작경찰서,N,,,2021-08-20,3190000,서울특별시 동작구
1,한마음경로당,서울특별시,동작구,11590,서울특별시 동작구 만양로4길 38,서울특별시 동작구 본동 산 11-1,37.50794283,126.9510677,30,동작구청,02-820-1570,동작경찰서,N,,,2021-08-20,3190000,서울특별시 동작구
1,청운노인복지센터,서울특별시,동작구,11590,서울특별시 동작구 국사봉1길 145,서울특별시 동작구 상도동 290-1,37.49571292,126.9333533,30,동작구청,02-820-1570,동작경찰서,N,,,2021-08-20,3190000,서울특별시 동작구
